sense_uid	seq	trad	simp	realized	spans	shows	shows_simp
以上|以上|yi3 shang4~2	0	以上是我今天要說的內容。	以上是我今天要说的内容。	以上	[[0, 2]]		
以下|以下|yi3 xia4~1	0	這次考試六十分以下的都要重考。	这次考试六十分以下的都要重考。	以下	[[7, 9]]		
以下|以下|yi3 xia4~2	0	以下是這次會議的主要內容。	以下是这次会议的主要内容。	以下	[[0, 2]]		
以來|以来|yi3 lai2~1	0	三月以來，他一直住在學校。	三月以来，他一直住在学校。	以來	[[2, 4]]	時間詞後	时间词后
以來|以来|yi3 lai2~1	1	自從搬到這裡以來，我們常常見面。	自从搬到这里以来，我们常常见面。	以來	[[6, 8]]	自從…以來	自从…以来
以前|以前|yi3 qian2~1	0	我以前在這裡工作過。	我以前在这里工作过。	以前	[[1, 3]]		
以前|以前|yi3 qian2~1	1	睡覺以前記得關門。	睡觉以前记得关门。	以前	[[2, 4]]		
以及|以及|yi3 ji2~1	0	桌上放著書、報紙以及幾支筆。	桌上放着书、报纸以及几支笔。	以及	[[8, 10]]	列舉多項	列举多项
以及|以及|yi3 ji2~1	1	這次會議討論了經濟以及教育的問題。	这次会议讨论了经济以及教育的问题。	以及	[[9, 11]]	連接兩項	连接两项
以外|以外|yi3 wai4~1	0	這條路一公里以外就是海邊。	这条路一公里以外就是海边。	以外	[[6, 8]]	範圍之外	范围之外
以外|以外|yi3 wai4~1	1	除了小王以外，大家都到了。	除了小王以外，大家都到了。	以外	[[4, 6]]	除了…以外	除了…以外
以後|以后|yi3 hou4~1	0	下班以後我去看了朋友。	下班以后我去看了朋友。	以後	[[2, 4]]		
以後|以后|yi3 hou4~1	1	以後我想到南方工作。	以后我想到南方工作。	以後	[[0, 2]]		
以為|以为|yi3 wei2~1	0	我以為你今天不來了。	我以为你今天不来了。	以為	[[1, 3]]		
以為|以为|yi3 wei2~1	1	大家都以為他還在國外。	大家都以为他还在国外。	以為	[[3, 5]]		
件|件|jian4~1	0	他昨天買了三件新衣服。	他昨天买了三件新衣服。	件	[[6, 7]]		
任|任|ren4~2	0	他任經理已經三年了。	他任经理已经三年了。	任	[[1, 2]]		
任|任|ren4~4	0	剩下的事就任他自己決定。	剩下的事就任他自己决定。	任	[[5, 6]]		
任|任|ren4~5	0	他是這所學校的第五任校長。	他是这所学校的第五任校长。	任	[[9, 10]]		
任|任|ren4~6	0	任誰都看得出這是假的。	任谁都看得出这是假的。	任	[[0, 1]]	任誰都	任谁都
任|任|ren4~6	1	任你怎麼問，他都不肯說。	任你怎么问，他都不肯说。	任	[[0, 1]]	任你怎麼	任你怎么
任何|任何|ren4 he2~1	0	任何人都不能進入這個房間。	任何人都不能进入这个房间。	任何	[[0, 2]]		
任務|任务|ren4 wu5~1	0	他順利完成了這次的任務。	他顺利完成了这次的任务。	任務	[[9, 11]]		
份|份|fen4~1	0	他送了我一份生日禮物。	他送了我一份生日礼物。	份	[[5, 6]]		
企業|企业|qi3 ye4~1	0	這家企業有兩千多名員工。	这家企业有两千多名员工。	企業	[[2, 4]]		
估計|估计|gu1 ji4~1	0	他估計了一下修車要多少錢。	他估计了一下修车要多少钱。	估計	[[1, 3]]		
估計|估计|gu1 ji4~2	0	估計他今天不會來了。	估计他今天不会来了。	估計	[[0, 2]]		
似乎|似乎|si4 hu1~1	0	他似乎不太願意去。	他似乎不太愿意去。	似乎	[[1, 3]]		
但|但|dan4~1	0	這件衣服很好看，但太貴了。	这件衣服很好看，但太贵了。	但	[[8, 9]]	轉折	转折
但|但|dan4~1	1	雖然下著雨，但他還是來了。	虽然下着雨，但他还是来了。	但	[[6, 7]]	雖然…但…	虽然…但…
但是|但是|dan4 shi4~1	0	雖然他很忙，但是每天都運動。	虽然他很忙，但是每天都运动。	但是	[[6, 8]]	雖然…但是	虽然…但是
但是|但是|dan4 shi4~1	1	我很想去，但是沒有時間。	我很想去，但是没有时间。	但是	[[5, 7]]	單用	单用
位|位|wei4~2	0	昨天家裡來了三位客人。	昨天家里来了三位客人。	位	[[7, 8]]		
位|位|wei4~3	0	他的手機號碼是十一位數。	他的手机号码是十一位数。	位	[[9, 10]]		
位於|位于|wei4 yu2~1	0	這座圖書館位於學校的東邊。	这座图书馆位于学校的东边。	位於	[[5, 7]]		
位置|位置|wei4 zhi5~1	0	請把桌子放回原來的位置。	请把桌子放回原来的位置。	位置	[[9, 11]]		
位置|位置|wei4 zhi5~1	1	請問這個位置有人坐嗎？	请问这个位置有人坐吗？	位置	[[4, 6]]		
低|低|di1~1	0	這家店的東西價錢都很低。	这家店的东西价钱都很低。	低	[[10, 11]]		
低|低|di1~1	1	這間房子的屋頂很低。	这间房子的屋顶很低。	低	[[8, 9]]		
低|低|di1~2	0	他低著頭，一句話也不說。	他低着头，一句话也不说。	低	[[1, 2]]		
住|住|zhu4~1	0	我在這裡住了三年。	我在这里住了三年。	住	[[4, 5]]		
作|作|zuo1~2	0	你別再作了，大家都累了。	你别再作了，大家都累了。	作	[[3, 4]]		
作|作|zuo4~1	0	公司決定作一次全面的調查。	公司决定作一次全面的调查。	作	[[4, 5]]		
作|作|zuo4~2	0	這首詩是他年輕時作的。	这首诗是他年轻时作的。	作	[[8, 9]]		
作出|作出|zuo4 chu1~1	0	公司對這件事作出了正式的說明。	公司对这件事作出了正式的说明。	作出	[[6, 8]]		
作品|作品|zuo4 pin3~1	0	這位作家的作品很受歡迎。	这位作家的作品很受欢迎。	作品	[[5, 7]]		
作家|作家|zuo4 jia1~1	0	這位作家寫過很多小說。	这位作家写过很多小说。	作家	[[2, 4]]		
作戰|作战|zuo4 zhan4~1	0	部隊在山區作戰了三個月。	部队在山区作战了三个月。	作戰	[[5, 7]]		
作為|作为|zuo4 wei2~1	0	作為老師，他非常關心學生。	作为老师，他非常关心学生。	作為	[[0, 2]]		
作為|作为|zuo4 wei2~2	0	他把這次失敗作為教訓。	他把这次失败作为教训。	作為	[[6, 8]]		
作為|作为|zuo4 wei2~3	0	他這種作為讓大家很失望。	他这种作为让大家很失望。	作為	[[3, 5]]		
作為|作为|zuo4 wei2~4	0	他在工作上很有作為。	他在工作上很有作为。	作為	[[7, 9]]		
作用|作用|zuo4 yong4~1	0	這次談話起了很大的作用。	这次谈话起了很大的作用。	作用	[[9, 11]]		
作用|作用|zuo4 yong4~2	0	新藥主要作用於神經。	新药主要作用于神经。	作用	[[4, 6]]		
作者|作者|zuo4 zhe3~1	0	這本書的作者是一位老師。	这本书的作者是一位老师。	作者	[[4, 6]]		
你|你|ni3~1	0	你今天怎麼這麼高興？	你今天怎么这么高兴？	你	[[0, 1]]		
你們|你们|ni3 men5~1	0	你們什麼時候出發？	你们什么时候出发？	你們	[[0, 2]]		
使|使|shi3~5	0	這次成功使他更有信心。	这次成功使他更有信心。	使	[[4, 5]]		
使|使|shi3~6	0	孩子已經會使筷子了。	孩子已经会使筷子了。	使	[[5, 6]]		
使得|使得|shi3 de5~1	0	這場大雨使得比賽只好取消。	这场大雨使得比赛只好取消。	使得	[[4, 6]]		
使得|使得|shi3 de5~2	0	你這個主意使得，就這麼辦吧。	你这个主意使得，就这么办吧。	使得	[[5, 7]]		
使用|使用|shi3 yong4~1	0	使用這種工具要特別小心。	使用这种工具要特别小心。	使用	[[0, 2]]		
來|来|lai2~1	0	明天你來我家吃飯，好嗎？	明天你来我家吃饭，好吗？	來	[[3, 4]]		
來|来|lai2~2	0	你把那本書拿來給我。	你把那本书拿来给我。	來	[[6, 7]]	動詞後	动词后
來|来|lai2~2	1	他從外面走進來了。	他从外面走进来了。	來	[[6, 7]]	進出回後	进出回后
來|来|lai2~3	0	這件事我來，你休息吧。	这件事我来，你休息吧。	來	[[4, 5]]		
來|来|lai2~4	0	他用畫畫來表達自己的感情。	他用画画来表达自己的感情。	來	[[4, 5]]	用…來…	用…来…
來|来|lai2~4	1	請大家想個辦法來解決。	请大家想个办法来解决。	來	[[7, 8]]	動詞之間	动词之间
來|来|lai2~5	0	這幾年來，村子的變化很大。	这几年来，村子的变化很大。	來	[[3, 4]]	年來	年来
來|来|lai2~5	1	他長期以來都很關心家人。	他长期以来都很关心家人。	來	[[4, 5]]	以來	以来
來|来|lai2~6	0	他們兩個很談得來。	他们两个很谈得来。	來	[[7, 8]]	得來	得来
來|来|lai2~6	1	這種辣的菜我吃不來。	这种辣的菜我吃不来。	來	[[8, 9]]	不來	不来
來|来|lai2~7	0	他今年已經五十來歲了。	他今年已经五十来岁了。	來	[[7, 8]]	整數後	整数后
來到|来到|lai2 dao4~1	0	我們走了很久，終於來到了山下。	我们走了很久，终于来到了山下。	來到	[[9, 11]]		
來源|来源|lai2 yuan2~1	0	這條消息的來源很可靠。	这条消息的来源很可靠。	來源	[[5, 7]]		
來自|来自|lai2 zi4~1	0	他來自一個很小的村子。	他来自一个很小的村子。	來自	[[1, 3]]		
例如|例如|li4 ru2~1	0	他喜歡運動，例如游泳和跑步。	他喜欢运动，例如游泳和跑步。	例如	[[6, 8]]		
供|供|gong1~1	0	這座圖書館供學生免費使用。	这座图书馆供学生免费使用。	供	[[5, 6]]		
供|供|gong4~1	0	他家每天早上都供祖先。	他家每天早上都供祖先。	供	[[7, 8]]		
依|依|yi1~1	0	依我看，這件事還要再想想。	依我看，这件事还要再想想。	依	[[0, 1]]		
依|依|yi1~3	0	這件事就依你的意思吧。	这件事就依你的意思吧。	依	[[4, 5]]		
依然|依然|yi1 ran2~1	0	二十年過去了，那家小店依然開著。	二十年过去了，那家小店依然开着。	依然	[[11, 13]]		
便|便|bian4~2	0	他說完這句話便走了。	他说完这句话便走了。	便	[[6, 7]]		
係|系|xi4~2	0	他說的話確係事實。	他说的话确系事实。	係	[[5, 6]]		
保|保|bao3~1	0	他想辦法保住了自己的工作。	他想办法保住了自己的工作。	保	[[4, 5]]		
保|保|bao3~2	0	你按我說的做，我保你不會出錯。	你按我说的做，我保你不会出错。	保	[[8, 9]]		
保存|保存|bao3 cun2~1	0	這些照片我保存了很多年。	这些照片我保存了很多年。	保存	[[5, 7]]		
保持|保持|bao3 chi2~1	0	運動可以幫助我們保持健康。	运动可以帮助我们保持健康。	保持	[[8, 10]]		
保留|保留|bao3 liu2~1	0	這座老房子保留了當時的樣子。	这座老房子保留了当时的样子。	保留	[[5, 7]]		
保留|保留|bao3 liu2~2	0	他對這個結果保留意見。	他对这个结果保留意见。	保留	[[6, 8]]		
保證|保证|bao3 zheng4~1	0	我保證明天一定把書還給你。	我保证明天一定把书还给你。	保證	[[1, 3]]	動	动
保證|保证|bao3 zheng4~1	1	好的習慣是身體健康的保證。	好的习惯是身体健康的保证。	保證	[[10, 12]]	名	名
保護|保护|bao3 hu4~1	0	父母都會保護自己的孩子。	父母都会保护自己的孩子。	保護	[[4, 6]]	動	动
保護|保护|bao3 hu4~1	1	這些動物需要更好的保護。	这些动物需要更好的保护。	保護	[[9, 11]]	名	名
信|信|xin4~1	0	我昨天收到一封他寫的信。	我昨天收到一封他写的信。	信	[[10, 11]]		
信|信|xin4~2	0	這件事你信我，我不會騙你。	这件事你信我，我不会骗你。	信	[[4, 5]]		
信|信|xin4~3	0	他信佛已經很多年了。	他信佛已经很多年了。	信	[[1, 2]]		
信仰|信仰|xin4 yang3~1	0	他從小就信仰佛教。	他从小就信仰佛教。	信仰	[[4, 6]]	動	动
信仰|信仰|xin4 yang3~1	1	每個人都有選擇信仰的自由。	每个人都有选择信仰的自由。	信仰	[[7, 9]]	名	名
信任|信任|xin4 ren4~1	0	大家都很信任這位新來的老師。	大家都很信任这位新来的老师。	信任	[[4, 6]]		
信息|信息|xin4 xi1~1	0	他手機上收到一條重要信息。	他手机上收到一条重要信息。	信息	[[10, 12]]		
信號|信号|xin4 hao4~1	0	這裡的手機信號很不好。	这里的手机信号很不好。	信號	[[5, 7]]		
修|修|xiu1~1	0	我的手機壞了，明天拿去修。	我的手机坏了，明天拿去修。	修	[[11, 12]]		
修|修|xiu1~2	0	村裡正在修一條新路。	村里正在修一条新路。	修	[[4, 5]]		
修|修|xiu1~3	0	她每個月都去修指甲。	她每个月都去修指甲。	修	[[6, 7]]		
修|修|xiu1~4	0	這學期我修了三門課。	这学期我修了三门课。	修	[[4, 5]]		
俱樂部|俱乐部|ju4 le4 bu4~1	0	他每個星期都去足球俱樂部練習。	他每个星期都去足球俱乐部练习。	俱樂部	[[9, 12]]		
個人|个人|ge4 ren2~1	0	這是我個人的意見。	这是我个人的意见。	個人	[[3, 5]]		
倍|倍|bei4~1	0	今年的產量是去年的三倍。	今年的产量是去年的三倍。	倍	[[10, 11]]		
們|们|men5~1	0	我們明天一起去看電影。	我们明天一起去看电影。	們	[[1, 2]]	接在代詞後	接在代词后
們|们|men5~1	1	老師們都很關心學生。	老师们都很关心学生。	們	[[2, 3]]	接在名詞後	接在名词后
倒|倒|dao3~1	0	他被人推了一下，倒在地上。	他被人推了一下，倒在地上。	倒	[[8, 9]]		
倒|倒|dao3~2	0	那家小店去年就倒了。	那家小店去年就倒了。	倒	[[7, 8]]		
倒|倒|dao3~3	0	我得倒一次車才能到。	我得倒一次车才能到。	倒	[[2, 3]]		
倒|倒|dao4~1	0	他給客人倒了一杯茶。	他给客人倒了一杯茶。	倒	[[4, 5]]		
倒|倒|dao4~2	0	這張畫好像掛倒了。	这张画好像挂倒了。	倒	[[6, 7]]		
倒|倒|dao4~3	0	你把車往後倒一點。	你把车往后倒一点。	倒	[[5, 6]]		
倒|倒|dao4~4	0	他年紀不大，倒懂得不少。	他年纪不大，倒懂得不少。	倒	[[6, 7]]	出乎意料	出乎意料
倒|倒|dao4~4	1	這件衣服倒不貴，只是不好看。	这件衣服倒不贵，只是不好看。	倒	[[4, 5]]	轉折	转折
倒|倒|dao4~4	2	你倒是快說啊，別等了。	你倒是快说啊，别等了。	倒	[[1, 2]]	催促	催促
借|借|jie4~1	0	我向同學借了一本書。	我向同学借了一本书。	借	[[4, 5]]		
借|借|jie4~2	0	他上個月借給我不少錢。	他上个月借给我不少钱。	借	[[4, 5]]		
借|借|jie4~3	0	他借這次機會向大家表示感謝。	他借这次机会向大家表示感谢。	借	[[1, 2]]	動	动
借|借|jie4~3	1	我們借著月光走回家。	我们借着月光走回家。	借	[[2, 3]]	介	介
值|值|zhi2~1	0	這輛車還值十萬塊嗎？	这辆车还值十万块吗？	值	[[4, 5]]		
值|值|zhi2~2	0	電腦算出來的值不太對。	电脑算出来的值不太对。	值	[[6, 7]]		
值|值|zhi2~4	0	正值下班時間，路上的車特別多。	正值下班时间，路上的车特别多。	值	[[1, 2]]		
值得|值得|zhi2 de5~1	0	這本書很值得看一遍。	这本书很值得看一遍。	值得	[[4, 6]]		
假|假|jia3~1	0	他說的話都是假的。	他说的话都是假的。	假	[[6, 7]]		
假|假|jia4~1	0	這個週末我要請兩天假。	这个周末我要请两天假。	假	[[9, 10]]		
假設|假设|jia3 she4~1	0	我們假設這句話是對的。	我们假设这句话是对的。	假設	[[2, 4]]	動	动
假設|假设|jia3 she4~1	1	假設明天下雨，比賽就取消。	假设明天下雨，比赛就取消。	假設	[[0, 2]]	連	连
假設|假设|jia3 she4~2	0	這個假設還需要進一步證明。	这个假设还需要进一步证明。	假設	[[2, 4]]		
偉大|伟大|wei3 da4~1	0	他是一位偉大的科學家。	他是一位伟大的科学家。	偉大	[[4, 6]]		
做|做|zuo4~1	0	媽媽用這塊布做了一件衣服。	妈妈用这块布做了一件衣服。	做	[[6, 7]]		
做|做|zuo4~2	0	哥哥在一家公司做管理工作。	哥哥在一家公司做管理工作。	做	[[7, 8]]		
做|做|zuo4~3	0	他一直想做一名醫生。	他一直想做一名医生。	做	[[4, 5]]		
做|做|zuo4~4	0	這間屋子現在做倉庫用。	这间屋子现在做仓库用。	做	[[6, 7]]		
做|做|zuo4~5	0	他做出一副很生氣的樣子。	他做出一副很生气的样子。	做	[[1, 2]]		
做出|做出|zuo4 chu1~1	0	他很快就做出了決定。	他很快就做出了决定。	做出	[[4, 6]]		
停|停|ting2~1	0	雨停了，我們出去走走吧。	雨停了，我们出去走走吧。	停	[[1, 2]]		
停|停|ting2~2	0	他把車停在學校門口。	他把车停在学校门口。	停	[[3, 4]]		
停止|停止|ting2 zhi3~1	0	醫生要他停止吃這種藥。	医生要他停止吃这种药。	停止	[[4, 6]]		
健康|健康|jian4 kang1~1	0	他每天運動，身體很健康。	他每天运动，身体很健康。	健康	[[9, 11]]	形	形
健康|健康|jian4 kang1~1	1	他很注意自己的健康。	他很注意自己的健康。	健康	[[7, 9]]	名	名
側|侧|ce4~1	0	馬路兩側種滿了大樹。	马路两侧种满了大树。	側	[[3, 4]]		
